Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Amazon.it,ANON-809-6668046-6838415,2025-07-05T20:41:30Z,Not Applicable,EUR,3.94,0.13,0,0,6.32,5.96,0.57,B0RSBZB7TL,New,1,Not Available,Closed,Shipped,2025-07-05T23:52:21.139Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(9PCIFLWDR3VW),"Fondotinta Fluido PrimalUX, 30 ml. Con una coprenza modulabile e una finitura naturale, questo fondotinta idratante è disponibile in sei tonalità. Ottimo per uniformare l'incarnato e minimizzare le imperfezioni.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-321-2303797-6765000,2025-07-05T20:41:30Z,Not Applicable,EUR,3.41,0.13,0,0,3.26,15.31,0.41,B0L4CE7PKW,New,1,Not Available,Closed,Shipped,2025-07-05T23:52:21.139Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(WO52WQQPWDXY),"Cavo di ricarica Micro USB FlexiCharge di ChargeWave, lungo 1 metro. Rivestito in nylon per resistenza e flessibilità. Compatibile con molti dispositivi Android, supporta ricariche rapide.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-055-1075891-5346110,2025-07-05T20:30:52Z,Not Applicable,EUR,5.96,1.37,0,0,7.81,3.74,1.76,B0EVSXMVTF,New,1,Carta - XXXX,Closed,Shipped,2025-07-05T23:16:26.630Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Dott. Carmelo Parmitano Rotonda Iannucci, 27 Acquafredda QUARTO DEI MILLE 19121 Italy",CORRIERE_IT(YCS44PHH62MY),"Triciclo 'Mini Ciclista' di Girotondo. Dotato di 3 ruote stabili e sedile regolabile, ideale per bambini di 2-5 anni. Design ergonomico, disponibile in rosso e verde per le piccole avventure all'aperto.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-695-3596414-7020226,2025-07-04T18:49:59Z,Not Applicable,EUR,4.59,1.7,0,0,11.59,5.79,1.86,B0I08L0HG9,New,1,Carta - XXXX,Closed,Shipped,2025-07-04T23:55:12.018Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Dott. Carmelo Parmitano Rotonda Iannucci, 27 Acquafredda QUARTO DEI MILLE 19121 Italy",CORRIERE_IT(W6M9HKHJG4IH),"Corda elastica per allenamento MultiStretch di FlexiFit, perfetta per tonificare muscoli e migliorare la flessibilità. Lunghezza di 2 metri, in diversi colori tra cui rosa e blu. Leggera e facile da trasportare.",Not Available,Not Available,Not Available,SERIAL=GJD3EX5MHQNNGS2W
Amazon.it,ANON-471-8115634-6975821,2025-07-03T15:09:34Z,Not Applicable,EUR,35.97,6.83,0,0,22.69,24.74,8.47,B0IWKESVR0,New,1,Not Available,Closed,Shipped,2025-07-04T15:34:18.637Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(1NSGZSR8RUW2),"Triciclo 'Mini Ciclista' di Girotondo. Dotato di 3 ruote stabili e sedile regolabile, ideale per bambini di 2-5 anni. Design ergonomico, disponibile in rosso e verde per le piccole avventure all'aperto.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-628-4224318-2072520,2025-07-03T15:09:34Z,Not Applicable,EUR,6.01,2.06,0,0,8.58,13.5,2.42,B0SMQPNRJA,New,1,Not Available,Closed,Shipped,2025-07-04T00:31:16.941Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(SX27DCBHHLK3),"Latte Detergente Viso Semplicità di PulisciFresco, 200 ml. Rimuove trucco e impurità senza seccare la pelle. Adatto a tutti i tipi di pelle, lascia il viso pulito, fresco e idratato.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-627-9977902-8744564,2025-07-03T15:09:34Z,Not Applicable,EUR,18.33,0,0,0,14.41,29.95,1.46,B0S1FOI0RS,New,1,Not Available,Closed,Shipped,2025-07-04T00:31:16.941Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(G1ZHQUNUE7A3),"Ombrellino 'Piccole Gocce' di Nuvolette, ideale per bambini dai 2 anni in su. Realizzato con materiale resistente al vento, disponibile in varie fantasie colorate. Un accessorio divertente e pratico per le piogge.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-834-6475307-9193666,2025-06-26T22:38:18Z,Not Applicable,EUR,9.33,1.45,0,0,6.71,9.62,1.22,B059HOTGDU,New,1,Carta - XXXX,Closed,Shipped,2025-06-27T23:57:21.738Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Dott. Carmelo Parmitano Rotonda Iannucci, 27 Acquafredda QUARTO DEI MILLE 19121 Italy",CORRIERE_IT(3VAH6NHKSQNA),"Gel Unica per Decorazione Unghie CrazyNails, 5 ml. Questo gel per unghie offre una finitura brillante e duratura. Facile da applicare e disponibile in diverse colorazioni, per unghie creative e originali.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-393-9147392-8386153,2025-06-18T07:34:55Z,Not Applicable,EUR,10.08,3.05,0,0,16.54,9.44,2.32,B0HZQH9Q3V,New,1,Not Available,Closed,Shipped,2025-06-18T18:46:29.769Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(0K5QZZKW3GI6),"Scopri il puzzle 'Città di Roma' di Block Puzzle. Questo puzzle da 2000 pezzi offre una vista panoramica sulla capitale italiana. Realizzato in cartone di alta qualità, è perfetto per adulti e adolescenti che amano le sfide.",Not Available,Not Available,Not Available,SERIAL=0Q6GUO8I5JWK6Z0H
Amazon.it,ANON-495-9017342-5406737,2025-06-17T14:32:20Z,Not Applicable,EUR,1.93,0.84,0,0,4.92,5.35,1.21,B04OAE7L0R,New,1,Not Available,Closed,Shipped,2025-06-18T00:38:09.263Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(KF4VGE0GYAJP),"Microfono USB StudioSound di Audiocraft, ideale per registrazioni professionali e live streaming. Colore nero opaco con design compatto. Qualità audio di alta fedeltà grazie al filtro anti-pop integrato.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-178-5406566-1645032,2025-06-17T14:32:20Z,Not Applicable,EUR,1.71,0.72,0,0,3.76,7.58,0.83,B0I6HABA3Y,New,1,Not Available,Closed,Shipped,2025-06-18T00:38:09.263Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(GODLUGHT7EHM),"Cuffie ergonomiche SoftPad di ComfortAudio, colore blu, progettate per ore di utilizzo. Dotate di microfono incorporato e controllo audio. Sound chiaro e bilanciato per ogni contesto.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-143-3408630-2359159,2025-06-15T19:59:48Z,Not Applicable,EUR,21.27,6.38,0,0,43.15,20.91,7.6,B04G8V9ZY9,New,1,Not Available,Closed,Shipped,2025-06-16T18:29:19.811Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(RMVVNXIV9IW6),"Sandali estivi di Sole & Mare, in vera pelle, colore marrone. Taglie disponibili: 36-41. Con soletta anatomica, perfetti per passeggiate estive.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-377-6032120-9597326,2025-06-15T09:27:03Z,Not Applicable,EUR,7.52,1.3,0,0,18.42,15.85,3.05,B01S9XKA4L,New,1,Not Available,Closed,Shipped,2025-06-15T16:19:14.435Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(ZI5SGWCR8B97),"Con il 'Mondo delle Fate' di Gioco e Impara, i bambini possono esplorare un universo magico! Contiene 50 carte istruttive, ognuna illustrata con colori vivaci. Adatto per bambini dai 5 anni in su, stimola la creatività e la fantasia.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-115-7254411-4635928,2025-06-15T09:27:03Z,Not Applicable,EUR,7.48,0.3,0,0,3.07,5.0,0.31,B0R8MNQPVP,New,1,Not Available,Closed,Shipped,2025-06-16T22:45:48.107Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(17VF0JQQNVCE),"Bottiglia termica in acciaio inox della marca EcoFresh, perfetta per mantenere le bevande fredde fino a 24 ore e calde per 12 ore. Capacità di 500 ml, con un design elegante e disponibile in vari colori. Ideale per casa, lavoro e sport.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-411-0574999-3465409,2025-06-15T09:27:03Z,Not Applicable,EUR,6.44,0.2,0,0,3.29,5.02,0.21,B0NUGPJ60S,New,1,Not Available,Closed,Shipped,2025-06-15T22:08:06.119Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(IR7NZBXFV7FI),"Set di artistica 'Piccole Mani' di ArteFacile. Include 12 colori a dita lavabili, 3 pennelli e carta per dipingere. Adatto per bambini dai 2 anni, stimola la creatività e il gioco sensoriale.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-561-1073790-9814655,2025-06-15T08:21:35Z,Not Applicable,EUR,7.6,0,0,0,4.44,4.1,0,B05V0175DU,New,1,Not Available,Closed,Shipped,2025-06-15T16:19:18.266Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(0ZAGRD1PPKPG),"Corda per saltare JumpPro di FitJump, regolabile in lunghezza e con manici antiscivolo. Colore rosso, perfetta per l'allenamento cardiovascolare. Leggera e facile da trasportare, ottima per workout ovunque.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-114-5152278-1984916,2025-06-08T19:24:27Z,Not Applicable,EUR,26.21,12.87,0,0,28.91,50.56,15.29,B0CDECBIR1,New,1,Not Available,Closed,Shipped,2025-06-09T01:05:31.340Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(DSAV917RMPN6),"Cuffie over-ear ComfortSound di AudioWave, in velluto morbido e colore grigio scuro. Dotate di driver da 50mm per un audio cristallino. Fino a 20 ore di riproduzione continua, includono controller audio integrato.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-989-6303314-6781682,2025-06-04T12:59:46Z,Not Applicable,EUR,2.32,0,0,0,3.87,2.46,0,B0Z3NWXROG,New,1,Not Available,Closed,Shipped,2025-06-05T00:05:00.472Z,premium-three-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(3LPVOWCP7794),"Tappetino yoga ComfortFlex di ZenSpace, in gomma naturale anti-scivolo. Misure 183x61 cm, disponibile in diverse varianti di colore tra cui violetto e verde. Ideale per pratiche di yoga e meditazione.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-972-1155851-7365814,2025-06-04T12:43:47Z,Not Applicable,EUR,10.82,5.14,0,0,28.04,20.75,2.59,B0EXIH1XDP,New,1,Not Available,Closed,Shipped,2025-06-05T00:05:05.615Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(JR6EET0DY571),"Mouse Wireless SlimLine di TechTouch, design sottile e leggero, colore nero satinato. Batteria a lunga durata, connessione Bluetooth con portata fino a 10 metri. Adatto per ufficio e uso quotidiano.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-663-7736588-2100797,2025-06-02T14:47:14Z,Not Applicable,EUR,12.12,1.48,0,0,8.64,469.57,2.33,B0EN48UACT,New,1,Not Available,Closed,Shipped,2025-06-04T00:36:12.069Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(SVHOTQF74RQV),"Scrub Corpo Esfoliante MareBlu, 200 g. Realizzato con Sale Marino e Oli Essenziali, questo scrub elimina le cellule morte e lascia la pelle setosa e profumata. Perfetto per una pelle levigata e radiosa, uso settimanale consigliato.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-168-7539197-4847393,2025-06-02T14:47:14Z,Not Applicable,EUR,478.67,0,0,0,311.64,523.61,2.54,B03H03ZB5G,New,1,Not Available,Closed,Shipped,2025-06-04T00:36:12.069Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(FAOPRMOC0K7Z),"Talco 'Pelle Delicata' di BabyBom. Talco per neonati in polvere finissima, ideale per prevenire irritazioni. Formulazione naturale in confezione da 100 gr, delicatamente profumata per una pelle morbida e asciutta.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-503-7809365-4482816,2025-06-02T14:34:14Z,Not Applicable,EUR,22.02,2.03,0,0,27.77,10.49,1.88,B0N4D24N9Y,New,1,Not Available,Closed,Shipped,2025-06-04T00:36:16.981Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(9XV8WOBIRY8X),"Affettatrice elettrica della linea SliceMaster, con lama in acciaio inox da 19 cm. Regolazione dello spessore delle fette, ideale per affettare salumi e formaggi. Potente e silenziosa, fa risparmiare tempo prezioso durante le preparazioni.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-367-6786263-1046505,2025-05-27T20:30:45Z,Not Applicable,EUR,9.63,0,0,0,9.05,22.63,0,B0UJ02GRXP,New,1,Not Available,Closed,Shipped,2025-05-28T01:02:39.941Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(2G3AUT3RSVZ2),"Gonna a pieghe di Eleganza Sottile, in tessuto leggero, colore pastello. Taglie disponibili: S, M, L. Adatta sia per il lavoro che per eventi sociali.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-179-8151581-1215809,2025-05-17T06:43:49Z,Not Applicable,EUR,24.16,3.01,0,0,21.71,11.01,3.75,B0SNTP8AK8,New,1,Not Available,Closed,Shipped,2025-05-17T20:54:24.822Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(L69VSYXBBF4H),"Giocattolo 'Torre di Cubi' di Costruzioni Magiche. Include 10 cubi di varie dimensioni in legno, per costruire forme e strutture. Sicuro per bambini dai 2 anni, stimola la creatività e il pensiero logico.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-155-2745261-4969126,2025-05-04T14:00:41Z,Not Applicable,EUR,12.65,4.39,0,0,16.61,22.68,2.55,B0JWXZUXSF,New,1,Not Available,Closed,Shipped,2025-05-05T00:00:44.540Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(JTYOLD62F2JD),"Pentola antiaderente da 24 cm della linea CookJoy, realizzata in alluminio di alta qualità. Dotata di manici ergonomici in silicone, è compatibile con tutti i piani cottura, ma non con l'induzione. Lavabile in lavastoviglie per una pulizia facile.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-929-7158580-3522003,2025-05-01T08:14:03Z,Not Applicable,EUR,4.07,0.64,0,0,7.16,10.8,0.91,B01G3Y2T5O,New,1,Not Available,Closed,Shipped,2025-05-03T01:24:19.533Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(UJ7XN1YPQPMQ),"Felpa corta di Gioventù Moderna, in misto cotone, colore rosa. Disponibile nelle taglie S, M, L. Ideale per un look sportivo e alla moda.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-295-7926037-8602050,2025-05-01T08:14:03Z,Not Applicable,EUR,4.03,1.3,0,0,6.72,11.18,1.28,B0K73A8Y7E,New,1,Not Available,Closed,Shipped,2025-05-03T01:24:19.533Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(W60ZZ0I0835T),"Bavaglino 'Mangia Felice' di PappaSorpresa. Realizzato in silicone lavabile, offre un design divertente e pratico per neonato. Disponibile in blu e rosa; facile da pulire e adattabile al collo del bambino.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-669-6852085-9433192,2025-04-24T09:08:08Z,Not Applicable,EUR,21.42,4.73,0,0,26.79,15.28,4.61,B0T1EKKH0U,New,1,Not Available,Closed,Shipped,2025-04-24T18:07:29.707Z,premium-three-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(764CAQKDM0OA),"Spruzzatore per piante della serie GreenCare, realizzato in plastica ecologica. Capacità di 500 ml, è ottimo per mantenere le piante idratate. Design ergonomico e manico ergonomico per un'ottima presa.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-415-8490724-3385296,2025-04-23T20:30:20Z,Not Applicable,EUR,14.66,4.49,9.11,0,17.5,11.46,3.54,B0PF0A5ZDK,New,1,Not Available,Closed,Shipped,2025-04-24T06:18:38.415Z,Std IT Dom_6,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(XJPT2ZL15S74),"Sandali estivi di Sole & Mare, in vera pelle, colore marrone. Taglie disponibili: 36-41. Con soletta anatomica, perfetti per passeggiate estive.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-311-0157263-9742472,2025-04-21T13:05:28Z,Not Applicable,EUR,128.71,33.9,1.92,0,199.06,146.84,18.2,B0FSI159I3,New,1,Not Available,Closed,Shipped,2025-04-22T19:26:55.791Z,std-eu-fr,"Toni Avogadro Borgo Salandra, 60 Ruffia SASSO MARCONI 25071 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(4WFEOJGFAH5N),"Griglia elettrica della marca GrillMaster, con piastra antiaderente e superficie di cottura di 35x25 cm. Ottima per carne, pesce e verdure, garantisce risultati perfetti. Facile da pulire grazie al rivestimento antiaderente.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-579-2404013-9728106,2025-04-21T13:05:28Z,Not Applicable,EUR,4.89,0.84,2.72,0,16.92,6.81,2.04,B0LKKVPJRM,New,1,Not Available,Closed,Shipped,2025-04-22T17:32:00.739Z,std-eu-fr,"Toni Avogadro Borgo Salandra, 60 Ruffia SASSO MARCONI 25071 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(N2TNXHN5E0EV),"Tuta intera di Soffice Sogni, in cotone leggero, disponibile in bianco e lavanda. Taglie S, M, L. Perfetta per i momenti di relax a casa.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-961-7905379-2701528,2025-04-18T18:06:19Z,Not Applicable,EUR,8.38,2.61,0,'-0.77',6.26,6.34,2.64,B04696QZ6C,New,1,Not Available,Closed,Shipped,2025-04-19T00:19:21.416Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(K8C9G3RTSCPS),"Maschera per Capelli Ristrutturante DeepRepair di HairCare, 200 ml. Questa maschera intensa ripara i capelli danneggiati, donando nutrimento e lucentezza. Contiene ingredienti naturali come olio di cocco e miele.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-536-2055095-5728221,2025-04-16T20:50:51Z,Not Applicable,EUR,18.03,2.6,0,0,25.48,16.33,1.74,B0ITKX7JE5,New,1,Not Available,Closed,Shipped,2025-04-17T01:29:45.339Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(MVNCZTZOWLC3),"Cuffie gaming ProGamer di GameZone, modello OverEar, con isolamento acustico e microfono flessibile. Colore nero con luci LED RGB. Compatibili con PC e console, per un'esperienza di gioco immersiva.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-829-1959771-7368658,2025-04-16T19:55:32Z,Not Applicable,EUR,10.63,3.52,0,0,19.91,32.13,4.74,B0HJU31FI0,New,1,Gift Certificate/Card,Closed,Shipped,2025-04-17T11:01:04.309Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(GU7GKL53YGFP),"Set di bande elastiche ResistaBand di GymGo, ideale per allenamenti a casa o in palestra. Il set include 3 livelli di resistenza, colore nero, blu e rosso. Perfetto per rinforzare tutto il corpo e migliorare la flessibilità.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-464-7170031-0891729,2025-04-16T19:55:32Z,Not Applicable,EUR,8.13,1.93,0,0,9.55,9.26,1.71,B0V2A2T34D,New,1,Gift Certificate/Card,Closed,Shipped,2025-04-17T01:36:41.781Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(FCYWE3DKS4F6),"Cappello di Stile Libertà, in feltro, colore nero. Taglia unica, perfetto per ogni occasione, dal casual all'elegante.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-041-6283881-1119361,2025-04-16T19:55:32Z,Not Applicable,EUR,7.9,0.27,0,0,6.64,10.99,2.82,B0776VGTVY,New,1,Gift Certificate/Card,Closed,Shipped,2025-04-17T01:36:41.781Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(JRNJ622592FF),"Cucchiaio dosatore in acciaio inox della marca BrilloChef, ideale per una cucina precisa. Con una capacità di 30 ml, è perfetto per preparare dolci e salse. Il design ergonomico e il manico antiscivolo lo rendono facile da usare e da pulire.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-479-8147131-7344966,2025-04-16T19:55:32Z,Not Applicable,EUR,15.13,0,0,0,18.48,30.87,3.88,B0E77NTTRT,New,1,Gift Certificate/Card,Closed,Shipped,2025-04-17T11:01:04.309Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(Y0ZIA9AU87CM),"Sottopentola in silicone della serie HeatSafe, resistente al calore e facile da pulire. Dimensione di 20x20 cm, utile per proteggere le superfici da pentole calde. Disponibile in vari colori e modelli per adattarsi ad ogni stile.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-888-2189928-0197309,2025-04-10T04:00:18Z,Not Applicable,EUR,9.77,1.48,0,0,21.28,12.02,3.64,B0NZXC45BN,New,1,Not Available,Closed,Shipped,2025-04-10T09:48:04.573Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(QFS8Q0PXAECX),"Scarpe da ginnastica FlexStep, modello unisex in tessuto traspirante, colore nero con dettagli bianchi. Scegli la tua taglia tra 40 e 45. Ideali per allenamenti o uso quotidiano, garantiscono comfort e stile.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-611-3494725-3292039,2025-04-06T18:52:41Z,Not Applicable,EUR,5.24,0.62,0,0,5.34,4.72,0.3,B00OCO39VC,New,1,Not Available,Closed,Shipped,2025-04-07T00:34:52.076Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(NPJDN2MIFDHA),"Ombrellino 'Piccole Gocce' di Nuvolette, ideale per bambini dai 2 anni in su. Realizzato con materiale resistente al vento, disponibile in varie fantasie colorate. Un accessorio divertente e pratico per le piogge.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-912-9205094-0039795,2025-03-26T17:53:42Z,Not Applicable,EUR,5.22,0,0,0,2.59,4.34,0,B0LOMEYL6S,New,1,Not Available,Closed,Shipped,2025-03-27T12:50:17.257Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(NV4KFQ5DZ53X),"Set di lenzuola 'Sogni Bene' di LettoDoro, comprende un lenzuolo sopra, sotto e una federa, morbido cotone 100% per culle. Vari colori disponibili per una camera accogliente e vivace.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-719-5769373-3848732,2025-03-26T17:53:42Z,Not Applicable,EUR,12.38,2.61,0,0,10.13,9.86,1.55,B0VCFWR2F5,New,1,Not Available,Closed,Shipped,2025-03-27T09:47:39.998Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(UMCZQ991P778),"Robe da notte per donna di Sogni D'Oro, in satin leggero, disponibile in bianco e rosa. Taglie S, M, L. Elegante e confortevole, perfetta per le serate estive.",Not Available,Not Available,Not Available,Not Available
